p300;Arrival;01.01.0001 10:01:14;Москва
p100;Arrival;01.01.0001 10:10:02;Екатеринбург
p10;Departure;01.01.0001 10:17:02;Санкт-Петербург
p300;Departure;01.01.0001 10:18:31;Омск
p200;Departure;01.01.0001 10:21:02;Екатеринбург
p300;Departure;01.01.0001 10:24:30;Екатеринбург
p10;Arrival;01.01.0001 10:28:49;Санкт-Петербург
p100;Departure;01.01.0001 10:33:46;Омск
p100;Arrival;01.01.0001 10:37:35;Санкт-Петербург
p50;Arrival;01.01.0001 10:39:07;Омск
p300;Departure;01.01.0001 10:39:22;Омск
p300;Arrival;01.01.0001 10:39:40;Москва
p200;Departure;01.01.0001 10:40:57;Омск
p10;Arrival;01.01.0001 10:48:00;Екатеринбург
p200;Arrival;01.01.0001 10:49:30;Москва
p50;Arrival;01.01.0001 10:50:37;Пермь
p300;Arrival;01.01.0001 10:55:28;Москва
p100;Departure;01.01.0001 10:55:50;Екатеринбург
p100;Departure;01.01.0001 10:58:38;Москва
p300;Departure;01.01.0001 11:02:34;Екатеринбург
p100;Departure;01.01.0001 11:02:35;Санкт-Петербург
p50;Departure;01.01.0001 11:02:35;Санкт-Петербург
p10;Departure;01.01.0001 11:04:29;Санкт-Петербург
p200;Departure;01.01.0001 11:05:32;Санкт-Петербург
p10;Departure;01.01.0001 11:11:54;Санкт-Петербург
p300;Arrival;01.01.0001 11:12:22;Пермь
p100;Arrival;01.01.0001 11:12:47;Москва
p300;Departure;01.01.0001 11:15:06;Екатеринбург
p300;Departure;01.01.0001 11:15:19;Пермь
p10;Departure;01.01.0001 11:16:29;Екатеринбург
p50;Arrival;01.01.0001 11:18:18;Екатеринбург
p50;Arrival;01.01.0001 11:18:35;Омск
p10;Departure;01.01.0001 11:19:31;Омск
p300;Departure;01.01.0001 11:19:55;Екатеринбург
p10;Arrival;01.01.0001 11:21:10;Москва
p300;Arrival;01.01.0001 11:21:58;Москва
p10;Departure;01.01.0001 11:23:30;Пермь
p10;Departure;01.01.0001 11:24:47;Екатеринбург
p200;Departure;01.01.0001 11:25:20;Екатеринбург
p50;Departure;01.01.0001 11:26:02;Москва
p10;Arrival;01.01.0001 11:26:05;Санкт-Петербург
p10;Arrival;01.01.0001 11:27:14;Омск
p200;Departure;01.01.0001 11:30:07;Санкт-Петербург
p50;Departure;01.01.0001 11:33:59;Екатеринбург
p300;Arrival;01.01.0001 11:36:12;Пермь
p50;Departure;01.01.0001 11:45:12;Санкт-Петербург
p300;Departure;01.01.0001 11:45:34;Екатеринбург
p100;Arrival;01.01.0001 11:49:30;Москва
p10;Arrival;01.01.0001 11:50:07;Санкт-Петербург
p300;Arrival;01.01.0001 11:51:44;Омск
p50;Arrival;01.01.0001 11:53:41;Омск
p50;Departure;01.01.0001 11:54:07;Москва
p300;Departure;01.01.0001 11:56:15;Санкт-Петербург
p10;Departure;01.01.0001 11:57:10;Екатеринбург
p200;Departure;01.01.0001 11:58:22;Пермь
p100;Arrival;01.01.0001 11:58:26;Пермь
p200;Arrival;01.01.0001 12:05:10;Омск
p10;Arrival;01.01.0001 12:05:48;Екатеринбург
p10;Departure;01.01.0001 12:07:23;Москва
p200;Departure;01.01.0001 12:08:32;Москва
p200;Departure;01.01.0001 12:10:21;Москва
p50;Departure;01.01.0001 12:15:06;Екатеринбург
p200;Departure;01.01.0001 12:19:39;Пермь
p50;Arrival;01.01.0001 12:22:16;Екатеринбург
p10;Arrival;01.01.0001 12:24:31;Москва
p10;Departure;01.01.0001 12:25:10;Санкт-Петербург
p100;Arrival;01.01.0001 12:29:10;Омск
p10;Arrival;01.01.0001 12:34:33;Москва
p10;Arrival;01.01.0001 12:40:20;Санкт-Петербург
p10;Departure;01.01.0001 12:41:42;Пермь
p50;Departure;01.01.0001 12:42:59;Пермь
p300;Arrival;01.01.0001 12:46:25;Санкт-Петербург
p50;Departure;01.01.0001 12:54:45;Омск
p100;Arrival;01.01.0001 13:00:59;Санкт-Петербург
p200;Departure;01.01.0001 13:01:04;Санкт-Петербург
p100;Arrival;01.01.0001 13:01:50;Омск
p100;Arrival;01.01.0001 13:05:30;Омск
p100;Departure;01.01.0001 13:05:58;Омск
p200;Arrival;01.01.0001 13:11:20;Пермь
p200;Departure;01.01.0001 13:12:14;Пермь
p50;Departure;01.01.0001 13:12:33;Омск
p300;Departure;01.01.0001 13:15:34;Санкт-Петербург
p100;Arrival;01.01.0001 13:15:48;Екатеринбург
p10;Arrival;01.01.0001 13:23:42;Пермь
p100;Arrival;01.01.0001 13:27:19;Санкт-Петербург
p100;Departure;01.01.0001 13:28:49;Москва
p100;Arrival;01.01.0001 13:35:05;Пермь
p10;Arrival;01.01.0001 13:36:54;Екатеринбург
p10;Departure;01.01.0001 13:40:40;Пермь
p200;Departure;01.01.0001 13:40:46;Екатеринбург
p100;Departure;01.01.0001 13:49:03;Санкт-Петербург
p100;Departure;01.01.0001 13:53:02;Москва
p50;Arrival;01.01.0001 13:53:51;Москва
p300;Arrival;01.01.0001 13:54:18;Москва
p10;Departure;01.01.0001 13:56:41;Москва
p50;Departure;01.01.0001 13:58:14;Пермь
p200;Arrival;01.01.0001 14:03:34;Омск
p200;Arrival;01.01.0001 14:03:56;Пермь
p100;Arrival;01.01.0001 14:05:02;Пермь
p100;Departure;01.01.0001 14:06:11;Омск
p10;Arrival;01.01.0001 14:09:42;Екатеринбург
p10;Arrival;01.01.0001 14:16:46;Екатеринбург
p100;Arrival;01.01.0001 14:19:26;Москва
p10;Arrival;01.01.0001 14:20:03;Екатеринбург
p10;Arrival;01.01.0001 14:24:17;Пермь
p200;Departure;01.01.0001 14:25:20;Москва
p100;Departure;01.01.0001 14:26:47;Екатеринбург
p10;Arrival;01.01.0001 14:30:02;Санкт-Петербург
p100;Departure;01.01.0001 14:33:40;Санкт-Петербург
p10;Arrival;01.01.0001 14:33:51;Санкт-Петербург
p50;Arrival;01.01.0001 14:35:39;Санкт-Петербург
p100;Departure;01.01.0001 14:37:59;Омск
p10;Arrival;01.01.0001 14:38:54;Санкт-Петербург
p100;Arrival;01.01.0001 14:39:16;Екатеринбург
p300;Arrival;01.01.0001 14:42:26;Пермь
p10;Departure;01.01.0001 14:42:36;Санкт-Петербург
p10;Departure;01.01.0001 14:46:19;Екатеринбург
p10;Arrival;01.01.0001 14:52:47;Омск
p50;Arrival;01.01.0001 14:53:05;Санкт-Петербург
p10;Departure;01.01.0001 14:54:34;Омск
p10;Arrival;01.01.0001 14:54:40;Екатеринбург
p200;Arrival;01.01.0001 14:58:05;Москва
p300;Arrival;01.01.0001 15:01:10;Омск
p10;Departure;01.01.0001 15:02:23;Пермь
p100;Departure;01.01.0001 15:06:42;Екатеринбург
p300;Departure;01.01.0001 15:06:44;Омск
p100;Departure;01.01.0001 15:08:15;Омск
p50;Arrival;01.01.0001 15:10:57;Омск
p50;Arrival;01.01.0001 15:11:44;Пермь
p10;Arrival;01.01.0001 15:15:23;Санкт-Петербург
p50;Arrival;01.01.0001 15:16:50;Москва
p300;Arrival;01.01.0001 15:17:03;Москва
p200;Arrival;01.01.0001 15:17:42;Санкт-Петербург
p100;Departure;01.01.0001 15:19:31;Екатеринбург
p200;Arrival;01.01.0001 15:20:15;Екатеринбург
p50;Arrival;01.01.0001 15:26:53;Омск
p300;Arrival;01.01.0001 15:27:20;Санкт-Петербург
p50;Arrival;01.01.0001 15:29:13;Екатеринбург
p200;Arrival;01.01.0001 15:29:31;Санкт-Петербург
p300;Arrival;01.01.0001 15:30:37;Санкт-Петербург
p100;Arrival;01.01.0001 15:31:15;Москва
p10;Departure;01.01.0001 15:31:47;Санкт-Петербург
p10;Departure;01.01.0001 15:33:34;Омск
p10;Arrival;01.01.0001 15:36:34;Москва
p200;Departure;01.01.0001 15:37:19;Санкт-Петербург
p300;Arrival;01.01.0001 15:38:11;Омск
p100;Departure;01.01.0001 15:39:55;Екатеринбург
p200;Departure;01.01.0001 15:40:05;Омск
p200;Arrival;01.01.0001 15:41:59;Пермь
p50;Arrival;01.01.0001 15:43:50;Москва
p200;Departure;01.01.0001 15:45:42;Пермь
p300;Arrival;01.01.0001 15:46:17;Екатеринбург
p300;Arrival;01.01.0001 15:47:57;Екатеринбург
p10;Departure;01.01.0001 15:50:34;Омск
p10;Departure;01.01.0001 15:51:25;Омск
p100;Arrival;01.01.0001 15:55:26;Санкт-Петербург
p200;Arrival;01.01.0001 15:59:42;Екатеринбург
p100;Departure;01.01.0001 16:00:16;Санкт-Петербург
p100;Arrival;01.01.0001 16:02:05;Екатеринбург
p300;Arrival;01.01.0001 16:03:10;Пермь
p10;Departure;01.01.0001 16:06:23;Москва
p100;Departure;01.01.0001 16:11:50;Москва
p100;Arrival;01.01.0001 16:13:31;Екатеринбург
p300;Departure;01.01.0001 16:13:42;Санкт-Петербург
p10;Departure;01.01.0001 16:14:57;Москва
p50;Arrival;01.01.0001 16:18:49;Екатеринбург
p300;Arrival;01.01.0001 16:19:49;Омск
p50;Arrival;01.01.0001 16:21:24;Омск
p300;Departure;01.01.0001 16:26:33;Пермь
p200;Departure;01.01.0001 16:28:28;Санкт-Петербург
p10;Arrival;01.01.0001 16:28:42;Омск
p100;Departure;01.01.0001 16:28:57;Пермь
p200;Arrival;01.01.0001 16:32:43;Москва
p100;Departure;01.01.0001 16:33:19;Москва
p100;Arrival;01.01.0001 16:34:21;Пермь
p50;Departure;01.01.0001 16:39:05;Москва
p50;Arrival;01.01.0001 16:39:30;Пермь
p200;Departure;01.01.0001 16:41:22;Пермь
p200;Arrival;01.01.0001 16:56:19;Екатеринбург
p200;Departure;01.01.0001 16:58:49;Москва
p100;Departure;01.01.0001 17:01:34;Омск
p10;Arrival;01.01.0001 17:02:39;Санкт-Петербург
p10;Departure;01.01.0001 17:07:08;Санкт-Петербург
p10;Arrival;01.01.0001 17:07:24;Екатеринбург
p200;Departure;01.01.0001 17:08:42;Пермь
p100;Departure;01.01.0001 17:14:00;Москва
p50;Departure;01.01.0001 17:18:12;Пермь
p100;Departure;01.01.0001 17:18:49;Екатеринбург
p300;Departure;01.01.0001 17:23:22;Санкт-Петербург
p300;Departure;01.01.0001 17:24:07;Екатеринбург
p100;Arrival;01.01.0001 17:26:34;Санкт-Петербург
p100;Arrival;01.01.0001 17:27:44;Санкт-Петербург
p10;Departure;01.01.0001 17:30:27;Москва
p10;Departure;01.01.0001 17:32:17;Санкт-Петербург
p200;Arrival;01.01.0001 17:37:08;Москва
p300;Departure;01.01.0001 17:38:09;Омск
p100;Departure;01.01.0001 17:38:11;Екатеринбург
p200;Departure;01.01.0001 17:42:52;Омск
p50;Arrival;01.01.0001 17:44:08;Москва
p100;Arrival;01.01.0001 17:50:26;Омск
p300;Arrival;01.01.0001 17:56:13;Пермь
p10;Arrival;01.01.0001 17:57:46;Омск
p200;Arrival;01.01.0001 17:58:50;Омск
p10;Arrival;01.01.0001 18:02:18;Москва
p10;Arrival;01.01.0001 18:02:48;Москва
p200;Arrival;01.01.0001 18:03:30;Пермь
p100;Arrival;01.01.0001 18:03:58;Екатеринбург
p50;Departure;01.01.0001 18:06:09;Омск
p100;Departure;01.01.0001 18:08:48;Пермь
p200;Arrival;01.01.0001 18:08:59;Санкт-Петербург
p200;Departure;01.01.0001 18:13:51;Санкт-Петербург
p10;Arrival;01.01.0001 18:28:35;Пермь
p200;Arrival;01.01.0001 18:31:11;Пермь
p100;Departure;01.01.0001 18:32:07;Пермь
p100;Arrival;01.01.0001 18:33:30;Санкт-Петербург
p50;Arrival;01.01.0001 18:34:28;Омск
p10;Arrival;01.01.0001 18:34:35;Екатеринбург
p300;Arrival;01.01.0001 18:38:24;Омск
p10;Departure;01.01.0001 18:41:09;Санкт-Петербург
p300;Departure;01.01.0001 18:42:09;Екатеринбург
p200;Arrival;01.01.0001 18:44:53;Санкт-Петербург
p10;Arrival;01.01.0001 18:48:09;Омск
p50;Arrival;01.01.0001 18:52:06;Екатеринбург
p300;Departure;01.01.0001 18:55:37;Пермь
p50;Departure;01.01.0001 18:57:37;Омск
p300;Arrival;01.01.0001 18:59:12;Санкт-Петербург
p10;Arrival;01.01.0001 19:00:07;Пермь
p10;Arrival;01.01.0001 19:00:38;Москва
p50;Arrival;01.01.0001 19:01:12;Москва
p10;Departure;01.01.0001 19:02:44;Москва
p200;Arrival;01.01.0001 19:03:27;Санкт-Петербург
p10;Departure;01.01.0001 19:04:10;Санкт-Петербург
p200;Departure;01.01.0001 19:13:02;Екатеринбург
p100;Departure;01.01.0001 19:15:56;Санкт-Петербург
p100;Departure;01.01.0001 19:28:04;Пермь
p200;Departure;01.01.0001 19:28:27;Москва
p200;Departure;01.01.0001 19:32:18;Санкт-Петербург
p200;Arrival;01.01.0001 19:34:21;Екатеринбург
p50;Arrival;01.01.0001 19:37:44;Омск
p10;Departure;01.01.0001 19:41:13;Москва
p100;Arrival;01.01.0001 19:42:08;Екатеринбург
p50;Arrival;01.01.0001 19:43:44;Санкт-Петербург
p50;Arrival;01.01.0001 19:54:33;Санкт-Петербург
p300;Departure;01.01.0001 19:56:36;Москва
p300;Arrival;01.01.0001 2:07:09;Москва
p10;Arrival;01.01.0001 2:08:56;Пермь
p50;Departure;01.01.0001 2:10:53;Екатеринбург
p10;Departure;01.01.0001 2:14:15;Москва
p300;Departure;01.01.0001 2:19:22;Москва
p10;Departure;01.01.0001 2:19:52;Екатеринбург
p10;Arrival;01.01.0001 2:22:52;Москва
p300;Departure;01.01.0001 2:23:07;Екатеринбург
p10;Departure;01.01.0001 2:23:35;Санкт-Петербург
p100;Departure;01.01.0001 2:23:40;Москва
p10;Departure;01.01.0001 2:25:28;Москва
p300;Departure;01.01.0001 2:26:07;Екатеринбург
p10;Departure;01.01.0001 2:30:06;Екатеринбург
p300;Arrival;01.01.0001 2:30:35;Москва
p200;Departure;01.01.0001 2:33:51;Екатеринбург
p100;Departure;01.01.0001 2:40:28;Омск
p100;Departure;01.01.0001 2:42:53;Омск
p200;Departure;01.01.0001 2:45:02;Омск
p300;Arrival;01.01.0001 2:46:14;Санкт-Петербург
p10;Arrival;01.01.0001 2:49:54;Омск
p10;Departure;01.01.0001 2:54:32;Омск
p100;Departure;01.01.0001 20:00:01;Москва
p100;Arrival;01.01.0001 20:01:43;Пермь
p100;Departure;01.01.0001 20:02:13;Санкт-Петербург
p100;Departure;01.01.0001 20:12:17;Омск
p100;Arrival;01.01.0001 20:15:50;Москва
p300;Departure;01.01.0001 20:16:20;Пермь
p100;Arrival;01.01.0001 20:16:51;Москва
p100;Departure;01.01.0001 20:17:03;Санкт-Петербург
p50;Departure;01.01.0001 20:21:37;Москва
p200;Arrival;01.01.0001 20:23:29;Москва
p10;Arrival;01.01.0001 20:28:16;Пермь
p100;Departure;01.01.0001 20:30:08;Москва
p200;Arrival;01.01.0001 20:31:00;Москва
p10;Departure;01.01.0001 20:31:48;Санкт-Петербург
p200;Departure;01.01.0001 20:35:25;Москва
p50;Arrival;01.01.0001 20:35:45;Санкт-Петербург
p300;Arrival;01.01.0001 20:38:31;Пермь
p50;Departure;01.01.0001 20:39:23;Екатеринбург
p200;Departure;01.01.0001 20:40:17;Омск
p100;Departure;01.01.0001 20:54:00;Москва
p300;Departure;01.01.0001 20:58:05;Санкт-Петербург
p50;Arrival;01.01.0001 20:58:06;Пермь
p200;Arrival;01.01.0001 20:58:15;Омск
p200;Departure;01.01.0001 21:03:17;Омск
p10;Departure;01.01.0001 21:04:39;Пермь
p100;Arrival;01.01.0001 21:06:13;Пермь
p100;Departure;01.01.0001 21:06:59;Пермь
p300;Departure;01.01.0001 21:08:28;Москва
p10;Departure;01.01.0001 21:13:53;Санкт-Петербург
p200;Departure;01.01.0001 21:14:43;Омск
p10;Departure;01.01.0001 21:14:44;Пермь
p10;Departure;01.01.0001 21:15:16;Екатеринбург
p50;Arrival;01.01.0001 21:16:18;Омск
p100;Departure;01.01.0001 21:16:42;Москва
p200;Arrival;01.01.0001 21:17:00;Москва
p10;Arrival;01.01.0001 21:17:32;Санкт-Петербург
p50;Arrival;01.01.0001 21:18:23;Москва
p50;Arrival;01.01.0001 21:19:27;Москва
p10;Departure;01.01.0001 21:19:30;Пермь
p100;Arrival;01.01.0001 21:19:45;Екатеринбург
p10;Arrival;01.01.0001 21:28:07;Омск
p50;Arrival;01.01.0001 21:28:07;Пермь
p50;Departure;01.01.0001 21:29:22;Санкт-Петербург
p200;Arrival;01.01.0001 21:36:08;Санкт-Петербург
p200;Arrival;01.01.0001 21:37:58;Москва
p300;Departure;01.01.0001 21:39:14;Екатеринбург
p100;Departure;01.01.0001 21:41:17;Пермь
p200;Arrival;01.01.0001 21:43:59;Пермь
p10;Arrival;01.01.0001 21:48:42;Пермь
p200;Arrival;01.01.0001 21:49:15;Москва
p100;Arrival;01.01.0001 21:53:15;Омск
p300;Arrival;01.01.0001 21:56:14;Омск
p100;Arrival;01.01.0001 21:57:14;Москва
p300;Departure;01.01.0001 21:58:12;Омск
p10;Arrival;01.01.0001 21:59:11;Пермь
p200;Departure;01.01.0001 22:11:54;Омск
p300;Departure;01.01.0001 22:13:10;Москва
p100;Departure;01.01.0001 22:14:27;Москва
p50;Departure;01.01.0001 22:16:47;Екатеринбург
p100;Arrival;01.01.0001 22:19:43;Санкт-Петербург
p50;Arrival;01.01.0001 22:22:24;Москва
p300;Arrival;01.01.0001 22:22:31;Санкт-Петербург
p100;Departure;01.01.0001 22:22:44;Санкт-Петербург
p50;Departure;01.01.0001 22:23:38;Санкт-Петербург
p200;Arrival;01.01.0001 22:29:54;Санкт-Петербург
p10;Arrival;01.01.0001 22:30:28;Москва
p200;Arrival;01.01.0001 22:32:13;Омск
p10;Arrival;01.01.0001 22:33:35;Москва
p100;Arrival;01.01.0001 22:42:13;Пермь
p100;Arrival;01.01.0001 22:43:57;Пермь
p10;Departure;01.01.0001 22:45:19;Пермь
p100;Departure;01.01.0001 22:49:58;Санкт-Петербург
p100;Arrival;01.01.0001 22:50:55;Москва
p100;Departure;01.01.0001 22:54:17;Санкт-Петербург
p10;Departure;01.01.0001 22:55:40;Омск
p10;Arrival;01.01.0001 23:00:53;Пермь
p10;Arrival;01.01.0001 23:01:18;Екатеринбург
p100;Departure;01.01.0001 23:02:16;Омск
p50;Arrival;01.01.0001 23:03:46;Екатеринбург
p10;Departure;01.01.0001 23:06:05;Омск
p200;Departure;01.01.0001 23:08:30;Екатеринбург
p50;Departure;01.01.0001 23:09:57;Санкт-Петербург
p10;Departure;01.01.0001 23:12:22;Пермь
p200;Departure;01.01.0001 23:13:09;Санкт-Петербург
p100;Arrival;01.01.0001 23:15:42;Омск
p200;Arrival;01.01.0001 23:15:52;Санкт-Петербург
p50;Arrival;01.01.0001 23:21:43;Пермь
p10;Arrival;01.01.0001 23:22:37;Санкт-Петербург
p50;Arrival;01.01.0001 23:26:00;Санкт-Петербург
p200;Arrival;01.01.0001 23:30:05;Пермь
p10;Departure;01.01.0001 23:34:00;Омск
p10;Arrival;01.01.0001 23:34:07;Омск
p200;Departure;01.01.0001 23:34:10;Екатеринбург
p100;Departure;01.01.0001 23:34:51;Москва
p50;Departure;01.01.0001 23:36:50;Москва
p200;Departure;01.01.0001 23:39:51;Пермь
p300;Arrival;01.01.0001 23:42:57;Москва
p200;Arrival;01.01.0001 23:46:35;Санкт-Петербург
p100;Arrival;01.01.0001 23:47:29;Санкт-Петербург
p300;Arrival;01.01.0001 23:49:12;Москва
p300;Departure;01.01.0001 23:49:54;Санкт-Петербург
p100;Arrival;01.01.0001 23:55:37;Омск
p50;Arrival;01.01.0001 23:57:01;Екатеринбург
p300;Arrival;01.01.0001 23:57:13;Омск
p10;Arrival;01.01.0001 23:58:45;Санкт-Петербург
p50;Departure;01.01.0001 3:03:00;Омск
p100;Departure;01.01.0001 3:06:24;Пермь
p200;Departure;01.01.0001 3:06:34;Санкт-Петербург
p200;Departure;01.01.0001 3:07:04;Пермь
p50;Departure;01.01.0001 3:16:52;Екатеринбург
p300;Departure;01.01.0001 3:21:48;Омск
p200;Arrival;01.01.0001 3:21:50;Москва
p300;Arrival;01.01.0001 3:22:46;Екатеринбург
p300;Arrival;01.01.0001 3:23:52;Санкт-Петербург
p200;Arrival;01.01.0001 3:37:32;Омск
p50;Departure;01.01.0001 3:38:32;Пермь
p100;Arrival;01.01.0001 3:39:17;Омск
p300;Arrival;01.01.0001 3:40:01;Санкт-Петербург
p300;Arrival;01.01.0001 3:42:32;Екатеринбург
p10;Arrival;01.01.0001 3:44:14;Омск
p10;Departure;01.01.0001 3:44:20;Екатеринбург
p300;Departure;01.01.0001 3:45:00;Санкт-Петербург
p200;Arrival;01.01.0001 3:45:27;Пермь
p50;Arrival;01.01.0001 3:46:45;Омск
p50;Arrival;01.01.0001 3:46:48;Пермь
p50;Departure;01.01.0001 3:47:21;Омск
p100;Departure;01.01.0001 3:50:33;Екатеринбург
p50;Arrival;01.01.0001 3:50:57;Екатеринбург
p10;Departure;01.01.0001 3:51:08;Москва
p300;Arrival;01.01.0001 3:52:32;Екатеринбург
p10;Arrival;01.01.0001 3:52:34;Омск
p10;Departure;01.01.0001 3:59:00;Санкт-Петербург
p300;Arrival;01.01.0001 4:00:11;Санкт-Петербург
p200;Departure;01.01.0001 4:00:52;Москва
p10;Departure;01.01.0001 4:04:09;Екатеринбург
p10;Departure;01.01.0001 4:09:16;Омск
p10;Departure;01.01.0001 4:14:06;Санкт-Петербург
p100;Arrival;01.01.0001 4:14:12;Екатеринбург
p50;Arrival;01.01.0001 4:14:24;Москва
p300;Arrival;01.01.0001 4:16:06;Пермь
p200;Departure;01.01.0001 4:21:18;Москва
p300;Arrival;01.01.0001 4:26:48;Екатеринбург
p50;Departure;01.01.0001 4:28:38;Москва
p50;Arrival;01.01.0001 4:31:45;Санкт-Петербург
p10;Arrival;01.01.0001 4:33:35;Москва
p50;Departure;01.01.0001 4:34:25;Екатеринбург
p300;Arrival;01.01.0001 4:35:00;Пермь
p50;Departure;01.01.0001 4:37:49;Омск
p200;Arrival;01.01.0001 4:41:35;Пермь
p10;Arrival;01.01.0001 4:43:10;Москва
p100;Arrival;01.01.0001 4:44:32;Пермь
p300;Departure;01.01.0001 4:45:35;Санкт-Петербург
p100;Departure;01.01.0001 4:45:39;Москва
p50;Departure;01.01.0001 4:48:31;Санкт-Петербург
p300;Departure;01.01.0001 4:51:20;Санкт-Петербург
p300;Arrival;01.01.0001 4:51:22;Москва
p300;Arrival;01.01.0001 4:53:02;Пермь
p300;Departure;01.01.0001 4:55:28;Екатеринбург
p100;Arrival;01.01.0001 4:55:56;Санкт-Петербург
p50;Departure;01.01.0001 4:58:28;Пермь
p200;Arrival;01.01.0001 5:10:06;Пермь
p300;Arrival;01.01.0001 5:11:55;Москва
p10;Departure;01.01.0001 5:16:54;Москва
p200;Arrival;01.01.0001 5:20:57;Омск
p200;Departure;01.01.0001 5:21:01;Москва
p300;Departure;01.01.0001 5:21:54;Санкт-Петербург
p300;Arrival;01.01.0001 5:23:30;Москва
p10;Arrival;01.01.0001 5:23:37;Москва
p10;Departure;01.01.0001 5:25:39;Москва
p300;Departure;01.01.0001 5:26:44;Омск
p50;Departure;01.01.0001 5:27:24;Москва
p10;Departure;01.01.0001 5:27:54;Москва
p200;Departure;01.01.0001 5:29:05;Омск
p200;Arrival;01.01.0001 5:32:52;Москва
p50;Arrival;01.01.0001 5:34:36;Омск
p300;Departure;01.01.0001 5:36:37;Омск
p50;Departure;01.01.0001 5:41:07;Пермь
p50;Arrival;01.01.0001 5:44:39;Москва
p10;Arrival;01.01.0001 5:45:54;Москва
p200;Arrival;01.01.0001 5:48:28;Пермь
p300;Arrival;01.01.0001 5:49:06;Екатеринбург
p300;Departure;01.01.0001 5:49:43;Санкт-Петербург
p300;Departure;01.01.0001 5:52:42;Пермь
p300;Arrival;01.01.0001 5:53:49;Пермь
p200;Arrival;01.01.0001 5:59:16;Пермь
p100;Arrival;01.01.0001 6:00:06;Пермь
p10;Arrival;01.01.0001 6:13:08;Омск
p100;Departure;01.01.0001 6:16:27;Омск
p200;Arrival;01.01.0001 6:25:27;Пермь
p10;Arrival;01.01.0001 6:26:31;Москва
p200;Arrival;01.01.0001 6:29:16;Москва
p10;Arrival;01.01.0001 6:30:03;Омск
p200;Departure;01.01.0001 6:38:26;Москва
p100;Departure;01.01.0001 6:40:58;Санкт-Петербург
p200;Departure;01.01.0001 6:46:21;Санкт-Петербург
p50;Departure;01.01.0001 6:48:27;Москва
p300;Departure;01.01.0001 6:49:14;Омск
p100;Arrival;01.01.0001 6:57:30;Москва
p100;Arrival;01.01.0001 7:02:43;Пермь
p100;Arrival;01.01.0001 7:03:26;Омск
p10;Departure;01.01.0001 7:06:32;Санкт-Петербург
p100;Departure;01.01.0001 7:07:16;Пермь
p200;Departure;01.01.0001 7:08:00;Омск
p300;Departure;01.01.0001 7:10:44;Омск
p100;Departure;01.01.0001 7:19:11;Екатеринбург
p100;Arrival;01.01.0001 7:20:59;Москва
p200;Departure;01.01.0001 7:21:21;Омск
p100;Arrival;01.01.0001 7:22:11;Пермь
p100;Arrival;01.01.0001 7:26:06;Москва
p50;Departure;01.01.0001 7:29:07;Екатеринбург
